t	v	isi	g	mod	subj	cond	nagr10
9.537	0.332		8.0	v	0	0	
17.354	0.243	7.816999999999998	8.0	v	0	0	1.0
25.094	0.23800000000000002	7.740000000000002	8.0	v	0	0	2.0
32.211	0.298	7.116999999999997	8.0	v	0	0	2.0
39.839	0.253	7.628	8.0	v	0	0	2.0
46.309	0.247	6.469999999999999	8.0	v	0	0	2.0
53.349	0.264	7.039999999999999	8.0	v	0	0	2.0
60.305	0.228	6.956000000000003	8.0	v	0	0	2.0
66.808	0.285	6.503000000000007	4.0	v	0	0	2.0
70.725	0.20800000000000002	3.9169999999999874	4.0	v	0	0	2.0
74.79899999999999	0.782	4.073999999999998	4.0	v	0	0	3.0
78.207	0.27699999999999997	3.4080000000000013	4.0	v	0	0	3.0
82.301	0.24	4.094000000000008	4.0	v	0	0	3.0
86.65700000000001	0.252	4.356000000000009	4.0	v	0	0	3.0
90.944	0.237	4.286999999999992	4.0	v	0	0	3.0
94.87	0.271	3.926000000000002	4.0	v	0	0	3.0
99.37200000000001	0.281	4.5020000000000095	2.0	v	0	0	3.0
101.47	0.287	2.0979999999999848	2.0	v	0	0	3.0
103.47	0.239	2.0	2.0	v	0	0	4.0
105.859	0.25	2.388999999999996	2.0	v	0	0	4.0
107.654	0.231	1.7950000000000017	2.0	v	0	0	5.0
109.95	0.142	2.2960000000000065	2.0	v	0	0	5.0
111.68799999999999	0.268	1.7379999999999853	2.0	v	0	0	5.0
113.85799999999999	0.23399999999999999	2.1700000000000017	2.0	v	0	0	5.0
124.36	0.301	10.50200000000001	8.0	a	0	0	1.0
132.616	0.268	8.256000000000014	8.0	a	0	0	2.0
139.627	0.226	7.010999999999996	8.0	a	0	0	2.0
146.841	0.21899999999999997	7.213999999999999	8.0	a	0	0	2.0
156.439	0.23	9.597999999999985	8.0	a	0	0	2.0
164.40599999999998	0.28600000000000003	7.9669999999999845	8.0	a	0	0	2.0
173.93400000000003	0.215	9.528000000000048	8.0	a	0	0	2.0
183.39	0.28600000000000003	9.45599999999996	8.0	a	0	0	2.0
189.892	0.297	6.5020000000000095	4.0	a	0	0	2.0
193.649	0.308	3.757000000000005	4.0	a	0	0	2.0
197.666	0.19399999999999998	4.016999999999996	4.0	a	0	0	3.0
201.715	0.226	4.049000000000007	4.0	a	0	0	3.0
205.27	0.28600000000000003	3.555000000000007	4.0	a	0	0	3.0
209.53	0.267	4.259999999999991	4.0	a	0	0	3.0
214.12900000000002	0.252	4.599000000000018	4.0	a	0	0	3.0
218.342	0.294	4.212999999999994	4.0	a	0	0	3.0
222.84400000000002	0.264	4.5020000000000095	2.0	a	0	0	3.0
224.755	0.298	1.910999999999973	2.0	a	0	0	3.0
226.77200000000002	0.225	2.0170000000000243	2.0	a	0	0	4.0
228.918	0.231	2.1459999999999866	2.0	a	0	0	4.0
230.65900000000002	0.233	1.7410000000000139	2.0	a	0	0	5.0
232.295	0.221	1.6359999999999673	2.0	a	0	0	6.0
234.155	0.129	1.8600000000000136	2.0	a	0	0	6.0
236.081	0.204	1.9259999999999877	2.0	a	0	0	6.0
9.532	0.377		8.0	v	0	lect	
18.514	0.243	8.982	8.0	v	0	lect	1.0
28.101	0.255	9.587	8.0	v	0	lect	2.0
34.814	0.223	6.713000000000001	8.0	v	0	lect	2.0
42.49100000000001	0.281	7.677000000000007	8.0	v	0	lect	2.0
50.593999999999994	0.268	8.102999999999987	8.0	v	0	lect	2.0
57.871	0.262	7.277000000000008	8.0	v	0	lect	2.0
66.082	0.243	8.210999999999991	8.0	v	0	lect	2.0
72.585	0.316	6.503	4.0	v	0	lect	2.0
77.089	0.26	4.504000000000005	4.0	v	0	lect	2.0
81.572	0.28	4.483000000000004	4.0	v	0	lect	3.0
85.962	0.251	4.390000000000001	4.0	v	0	lect	3.0
90.73	0.22699999999999998	4.768000000000001	4.0	v	0	lect	3.0
94.588	0.22399999999999998	3.85799999999999	4.0	v	0	lect	3.0
97.93299999999999	0.239	3.344999999999999	4.0	v	0	lect	3.0
102.556		4.623000000000005	4.0	v	0	lect	3.0
107.059		4.503	2.0	v	0	lect	3.0
109.15	0.278	2.091000000000008	2.0	v	0	lect	3.0
111.0	0.33299999999999996	1.8499999999999943	2.0	v	0	lect	4.0
113.37	0.259	2.3700000000000045	2.0	v	0	lect	4.0
115.419	0.24100000000000002	2.0489999999999924	2.0	v	0	lect	5.0
117.73299999999999	0.231	2.313999999999993	2.0	v	0	lect	5.0
120.037	0.231	2.3040000000000163	2.0	v	0	lect	5.0
122.089	0.244	2.0519999999999925	2.0	v	0	lect	5.0
132.591	0.318	10.50200000000001	8.0	a	0	lect	1.0
141.11700000000002	0.256	8.52600000000001	8.0	a	0	lect	2.0
150.556	0.249	9.438999999999993	8.0	a	0	lect	2.0
157.717	0.272	7.161000000000001	8.0	a	0	lect	2.0
167.22099999999998	0.20800000000000002	9.503999999999962	8.0	a	0	lect	2.0
175.386	0.307	8.16500000000002	8.0	a	0	lect	2.0
183.313	0.22	7.9269999999999925	8.0	a	0	lect	2.0
190.144	0.42100000000000004	6.831000000000017	8.0	a	0	lect	2.0
196.646	0.287	6.501999999999981	4.0	a	0	lect	2.0
200.771	0.257	4.125	4.0	a	0	lect	2.0
204.704	0.268	3.933000000000021	4.0	a	0	lect	3.0
208.955	0.218	4.251000000000005	4.0	a	0	lect	3.0
212.955	0.23399999999999999	4.0	4.0	a	0	lect	3.0
216.454	0.28600000000000003	3.4989999999999952	4.0	a	0	lect	3.0
220.115	0.218	3.6610000000000014	4.0	a	0	lect	3.0
224.09	0.226	3.9749999999999943	4.0	a	0	lect	3.0
228.592	0.221	4.5020000000000095	2.0	a	0	lect	3.0
230.678	0.295	2.0859999999999843	2.0	a	0	lect	3.0
232.735	0.20600000000000002	2.0570000000000164	2.0	a	0	lect	4.0
234.97	0.20199999999999999	2.234999999999985	2.0	a	0	lect	4.0
237.206	0.214	2.23599999999999	2.0	a	0	lect	5.0
239.293	0.231	2.0870000000000175	2.0	a	0	lect	5.0
241.543	0.141	2.25	2.0	a	0	lect	5.0
243.78400000000002	0.237	2.241000000000014	2.0	a	0	lect	5.0
9.552999999999999	0.541		8.0	v	1	0	
17.703	0.47700000000000004	8.15	8.0	v	1	0	1.0
26.26	0.4	8.557000000000002	8.0	v	1	0	2.0
33.574	0.47	7.3139999999999965	8.0	v	1	0	2.0
40.146	0.37799999999999995	6.572000000000003	8.0	v	1	0	2.0
47.004	0.312	6.857999999999997	8.0	v	1	0	2.0
55.106	0.363	8.102000000000004	8.0	v	1	0	2.0
64.042		8.936	8.0	v	1	0	2.0
70.545	0.387	6.503	4.0	v	1	0	2.0
75.316	0.377	4.771000000000001	4.0	v	1	0	2.0
78.98899999999999	0.35100000000000003	3.6729999999999876	4.0	v	1	0	3.0
82.557	0.335	3.568000000000012	4.0	v	1	0	3.0
86.417	0.324	3.8599999999999994	4.0	v	1	0	3.0
90.846	0.342	4.429000000000002	4.0	v	1	0	3.0
94.69200000000001	0.408	3.8460000000000036	4.0	v	1	0	3.0
99.414	0.358	4.721999999999994	4.0	v	1	0	3.0
103.916	0.401	4.501999999999995	2.0	v	1	0	3.0
105.735	0.389	1.8190000000000026	2.0	v	1	0	3.0
107.359	0.33299999999999996	1.6239999999999952	2.0	v	1	0	4.0
109.081	0.379	1.7220000000000084	2.0	v	1	0	5.0
111.323	0.305	2.2419999999999902	2.0	v	1	0	5.0
113.64	0.284	2.3170000000000073	2.0	v	1	0	6.0
115.48299999999999	0.305	1.8429999999999893	2.0	v	1	0	6.0
117.094	0.405	1.6110000000000042	2.0	v	1	0	6.0
127.596	0.424	10.50200000000001	8.0	a	1	0	1.0
135.696	0.42200000000000004	8.099999999999994	8.0	a	1	0	2.0
143.10299999999998	0.39799999999999996	7.406999999999982	8.0	a	1	0	2.0
151.116	0.32	8.013000000000034	8.0	a	1	0	2.0
159.01	0.37	7.893999999999977	8.0	a	1	0	2.0
166.65599999999998	0.38	7.645999999999987	8.0	a	1	0	2.0
175.75	0.326	9.094000000000023	8.0	a	1	0	2.0
184.78400000000002	0.452	9.03400000000002	8.0	a	1	0	2.0
191.28599999999997	0.342	6.501999999999953	4.0	a	1	0	2.0
194.608	0.34	3.322000000000031	4.0	a	1	0	3.0
197.947	0.36200000000000004	3.3389999999999986	4.0	a	1	0	3.0
201.90599999999998	0.306	3.9589999999999748	4.0	a	1	0	3.0
206.113	0.307	4.207000000000022	4.0	a	1	0	3.0
210.092	0.321	3.9790000000000134	4.0	a	1	0	3.0
213.342	0.35	3.25	4.0	a	1	0	3.0
218.02	0.376	4.677999999999997	4.0	a	1	0	3.0
222.52200000000002	0.386	4.5020000000000095	2.0	a	1	0	3.0
224.535	0.66	2.012999999999977	2.0	a	1	0	3.0
226.87900000000002	0.33299999999999996	2.3440000000000225	2.0	a	1	0	4.0
228.74	0.304	1.86099999999999	2.0	a	1	0	4.0
230.513	0.29100000000000004	1.7729999999999961	2.0	a	1	0	5.0
232.33	0.34600000000000003	1.8170000000000073	2.0	a	1	0	6.0
234.245	0.319	1.914999999999992	2.0	a	1	0	6.0
236.30900000000003	0.335	2.0640000000000214	2.0	a	1	0	6.0
9.527999999999999	0.46799999999999997		8.0	v	1	lect	
18.892		9.364	8.0	v	1	lect	1.0
27.734	0.47	8.842000000000002	8.0	v	1	lect	2.0
34.964	0.695	7.229999999999997	8.0	v	1	lect	2.0
43.668	0.927	8.704	8.0	v	1	lect	2.0
50.458999999999996	0.44799999999999995	6.790999999999997	8.0	v	1	lect	2.0
59.961000000000006	0.547	9.50200000000001	8.0	v	1	lect	2.0
67.437	0.42200000000000004	7.475999999999992	8.0	v	1	lect	2.0
73.94	0.583	6.503	4.0	v	1	lect	2.0
78.42	0.527	4.480000000000004	4.0	v	1	lect	2.0
82.964	0.40700000000000003	4.543999999999997	4.0	v	1	lect	3.0
87.374		4.409999999999997	4.0	v	1	lect	3.0
90.916		3.5420000000000016	4.0	v	1	lect	3.0
94.525	0.39799999999999996	3.609000000000009	4.0	v	1	lect	3.0
99.13	0.41700000000000004	4.60499999999999	4.0	v	1	lect	3.0
103.779	0.456	4.649000000000001	4.0	v	1	lect	3.0
108.281	0.555	4.5020000000000095	2.0	v	1	lect	3.0
110.27799999999999	0.493	1.9969999999999857	2.0	v	1	lect	3.0
111.88	0.42700000000000005	1.6020000000000039	2.0	v	1	lect	4.0
113.521	0.33799999999999997	1.6410000000000053	2.0	v	1	lect	5.0
115.855	0.332	2.334000000000003	2.0	v	1	lect	5.0
117.63	0.373	1.7749999999999915	2.0	v	1	lect	6.0
119.35799999999999	0.342	1.7279999999999944	2.0	v	1	lect	6.0
121.541	0.414	2.183000000000007	2.0	v	1	lect	6.0
132.043	0.43200000000000005	10.50200000000001	8.0	a	1	lect	1.0
140.047	0.436	8.00399999999999	8.0	a	1	lect	2.0
146.888	0.42700000000000005	6.841000000000008	8.0	a	1	lect	2.0
154.454	0.365	7.5660000000000025	8.0	a	1	lect	2.0
161.916	0.431	7.461999999999989	8.0	a	1	lect	2.0
170.199	0.532	8.283000000000015	8.0	a	1	lect	2.0
177.75400000000002	0.369	7.555000000000007	8.0	a	1	lect	2.0
186.128	0.41100000000000003	8.373999999999967	8.0	a	1	lect	2.0
192.63	0.518	6.5020000000000095	4.0	a	1	lect	2.0
196.88	0.32299999999999995	4.25	4.0	a	1	lect	2.0
201.243	0.4	4.3629999999999995	4.0	a	1	lect	3.0
204.725	0.415	3.4819999999999993	4.0	a	1	lect	3.0
208.303	0.47600000000000003	3.578000000000003	4.0	a	1	lect	3.0
211.537	0.418	3.234000000000009	4.0	a	1	lect	3.0
214.89700000000002	0.45799999999999996	3.3600000000000136	4.0	a	1	lect	3.0
218.382	0.541	3.484999999999985	4.0	a	1	lect	3.0
222.88400000000001	0.56	4.5020000000000095	2.0	a	1	lect	3.0
224.91299999999998	0.386	2.028999999999968	2.0	a	1	lect	3.0
226.90099999999998	0.359	1.9879999999999995	2.0	a	1	lect	4.0
228.618	0.465	1.717000000000013	2.0	a	1	lect	4.0
230.541	0.326	1.9230000000000018	2.0	a	1	lect	5.0
232.43	0.381	1.88900000000001	2.0	a	1	lect	6.0
234.169	0.41	1.7390000000000043	2.0	a	1	lect	6.0
235.877	0.414	1.7079999999999984	2.0	a	1	lect	6.0
9.555	0.301		8.0	v	3	0	
16.77	0.275	7.215	8.0	v	3	0	1.0
25.453000000000003	0.248	8.683000000000003	8.0	v	3	0	2.0
33.178000000000004	0.275	7.725000000000001	8.0	v	3	0	2.0
42.523	0.292	9.344999999999999	8.0	v	3	0	2.0
49.474	0.29	6.950999999999993	8.0	v	3	0	2.0
58.736000000000004	0.23800000000000002	9.262000000000008	8.0	v	3	0	2.0
66.072	0.251	7.3359999999999985	8.0	v	3	0	2.0
72.58800000000001	0.28800000000000003	6.516000000000005	4.0	v	3	0	2.0
76.116	0.425	3.5279999999999916	4.0	v	3	0	2.0
80.32300000000001	0.242	4.207000000000008	4.0	v	3	0	3.0
84.955	0.251	4.631999999999991	4.0	v	3	0	3.0
88.52799999999999	0.245	3.5729999999999933	4.0	v	3	0	3.0
92.205	0.28	3.6770000000000067	4.0	v	3	0	3.0
95.443	0.25	3.2379999999999995	4.0	v	3	0	3.0
99.225	0.23600000000000002	3.7819999999999965	4.0	v	3	0	3.0
103.73899999999999	0.28300000000000003	4.513999999999996	2.0	v	3	0	3.0
105.73	0.42	1.9910000000000139	2.0	v	3	0	3.0
107.55	0.287	1.8199999999999932	2.0	v	3	0	4.0
109.68799999999999	0.27699999999999997	2.137999999999991	2.0	v	3	0	4.0
111.43700000000001	0.336	1.7490000000000236	2.0	v	3	0	5.0
113.823	0.254	2.3859999999999815	2.0	v	3	0	5.0
115.671	0.244	1.8480000000000132	2.0	v	3	0	6.0
117.64399999999999	0.233	1.9729999999999848	2.0	v	3	0	5.0
128.155	0.28300000000000003	10.51100000000001	8.0	a	3	0	1.0
136.029	0.255	7.873999999999995	8.0	a	3	0	2.0
143.47799999999998	0.256	7.448999999999984	8.0	a	3	0	2.0
152.805	0.312	9.327000000000027	8.0	a	3	0	2.0
160.43200000000002	0.24600000000000002	7.6270000000000095	8.0	a	3	0	2.0
169.18200000000002	0.261	8.75	8.0	a	3	0	2.0
176.06	0.272	6.877999999999986	8.0	a	3	0	2.0
182.532	0.272	6.472000000000008	8.0	a	3	0	2.0
189.041	0.276	6.508999999999986	4.0	a	3	0	2.0
193.332	0.29600000000000004	4.290999999999997	4.0	a	3	0	2.0
197.65099999999998	0.265	4.318999999999988	4.0	a	3	0	3.0
201.574	0.33399999999999996	3.9230000000000302	4.0	a	3	0	3.0
204.81799999999998	0.298	3.2439999999999714	4.0	a	3	0	3.0
208.53400000000002	0.262	3.7160000000000366	4.0	a	3	0	3.0
212.111	0.327	3.5769999999999698	4.0	a	3	0	3.0
216.792	0.253	4.681000000000012	4.0	a	3	0	3.0
221.303	0.244	4.510999999999996	2.0	a	3	0	3.0
223.375	0.255	2.0720000000000027	2.0	a	3	0	3.0
225.33599999999998	0.22899999999999998	1.9609999999999843	2.0	a	3	0	4.0
227.615	0.205	2.279000000000025	2.0	a	3	0	4.0
229.343	0.254	1.7279999999999802	2.0	a	3	0	5.0
231.658	0.21	2.3149999999999977	2.0	a	3	0	5.0
234.00799999999998	0.214	2.3499999999999943	2.0	a	3	0	5.0
235.895	0.213	1.8870000000000289	2.0	a	3	0	5.0
9.573	0.294		8.0	v	3	lect	
16.297	0.259	6.724	8.0	v	3	lect	1.0
25.753	0.282	9.456	8.0	v	3	lect	2.0
32.185	0.267	6.432000000000002	8.0	v	3	lect	2.0
41.093	0.26899999999999996	8.908000000000001	8.0	v	3	lect	2.0
48.812	0.248	7.718999999999994	8.0	v	3	lect	2.0
55.725	0.26899999999999996	6.913000000000004	8.0	v	3	lect	2.0
63.027	0.281	7.302	8.0	v	3	lect	2.0
69.538	0.249	6.510999999999996	4.0	v	3	lect	2.0
72.96	0.364	3.421999999999997	4.0	v	3	lect	3.0
76.71600000000001	0.261	3.7560000000000144	4.0	v	3	lect	3.0
80.508	0.262	3.7919999999999874	4.0	v	3	lect	3.0
84.439	0.397	3.9309999999999974	4.0	v	3	lect	3.0
87.948	0.262	3.5090000000000003	4.0	v	3	lect	3.0
91.337	0.298	3.38900000000001	4.0	v	3	lect	3.0
95.105	0.307	3.7680000000000007	4.0	v	3	lect	3.0
99.617	0.344	4.5120000000000005	2.0	v	3	lect	3.0
101.99	0.27699999999999997	2.3729999999999905	2.0	v	3	lect	3.0
103.82700000000001	0.247	1.8370000000000175	2.0	v	3	lect	4.0
105.56200000000001	0.003	1.7349999999999994	2.0	v	3	lect	4.0
107.404	0.039	1.8419999999999845	2.0	v	3	lect	5.0
109.24	0.003	1.8359999999999985	2.0	v	3	lect	6.0
111.15299999999999	0.008	1.9129999999999967	2.0	v	3	lect	6.0
112.771	0.24	1.6180000000000092	2.0	v	3	lect	6.0
123.286	0.278	10.515	8.0	a	3	lect	1.0
129.79399999999998	0.225	6.507999999999981	8.0	a	3	lect	2.0
138.30700000000002	0.249	8.513000000000034	8.0	a	3	lect	2.0
145.645	0.24600000000000002	7.337999999999994	8.0	a	3	lect	2.0
155.06799999999998	0.23199999999999998	9.422999999999973	8.0	a	3	lect	2.0
163.134	0.245	8.066000000000003	8.0	a	3	lect	2.0
172.287	0.27699999999999997	9.15300000000002	8.0	a	3	lect	2.0
179.22400000000002	0.275	6.937000000000012	8.0	a	3	lect	2.0
185.734	0.261	6.509999999999991	4.0	a	3	lect	2.0
189.34	0.495	3.6059999999999945	4.0	a	3	lect	2.0
193.842	0.337	4.5020000000000095	4.0	a	3	lect	3.0
198.162	0.28800000000000003	4.319999999999993	4.0	a	3	lect	3.0
202.908	0.285	4.745999999999981	4.0	a	3	lect	3.0
207.16099999999997	0.249	4.252999999999986	4.0	a	3	lect	3.0
210.601	0.337	3.440000000000026	4.0	a	3	lect	3.0
213.918	0.275	3.3170000000000073	4.0	a	3	lect	3.0
218.425	0.23399999999999999	4.507000000000005	2.0	a	3	lect	3.0
220.739	0.297	2.313999999999993	2.0	a	3	lect	3.0
222.613	0.254	1.8739999999999952	2.0	a	3	lect	4.0
224.679	0.22	2.0660000000000025	2.0	a	3	lect	4.0
226.886	0.221	2.2069999999999936	2.0	a	3	lect	5.0
229.09599999999998	0.29100000000000004	2.2099999999999795	2.0	a	3	lect	5.0
231.063	0.26899999999999996	1.967000000000013	2.0	a	3	lect	5.0
233.261	0.318	2.1980000000000075	2.0	a	3	lect	5.0
9.601	0.32299999999999995		8.0	v	5	0	
18.063	0.301	8.461999999999998	8.0	v	5	0	1.0
26.236	0.348	8.173000000000002	8.0	v	5	0	2.0
33.33	0.325	7.093999999999998	8.0	v	5	0	2.0
41.244	0.315	7.9140000000000015	8.0	v	5	0	2.0
48.641999999999996	0.33399999999999996	7.397999999999996	8.0	v	5	0	2.0
55.993	0.32299999999999995	7.351000000000006	8.0	v	5	0	2.0
63.391000000000005	0.385	7.398000000000003	8.0	v	5	0	2.0
69.895	0.303	6.503999999999991	4.0	v	5	0	2.0
74.025	0.32799999999999996	4.13000000000001	4.0	v	5	0	2.0
77.316	0.3	3.290999999999997	4.0	v	5	0	3.0
82.056	0.299	4.739999999999995	4.0	v	5	0	3.0
86.12299999999999	0.316	4.066999999999993	4.0	v	5	0	3.0
90.85	0.318	4.727000000000004	4.0	v	5	0	3.0
94.262	0.309	3.412000000000006	4.0	v	5	0	3.0
98.09200000000001	0.312	3.8300000000000125	4.0	v	5	0	3.0
102.594	0.321	4.501999999999981	2.0	v	5	0	3.0
104.38799999999999	0.332	1.793999999999997	2.0	v	5	0	3.0
106.06700000000001	0.28800000000000003	1.6790000000000163	2.0	v	5	0	4.0
108.009	0.266	1.941999999999993	2.0	v	5	0	5.0
109.94	0.275	1.9309999999999974	2.0	v	5	0	5.0
111.705	0.254	1.7650000000000006	2.0	v	5	0	6.0
113.42200000000001	0.264	1.717000000000013	2.0	v	5	0	6.0
115.655		2.23299999999999	2.0	v	5	0	6.0
126.15799999999999	0.307	10.502999999999986	8.0	a	5	0	1.0
133.464	0.265	7.306000000000012	8.0	a	5	0	2.0
141.885	0.319	8.420999999999992	8.0	a	5	0	2.0
149.94	0.28800000000000003	8.055000000000007	8.0	a	5	0	2.0
158.04	0.298	8.099999999999994	8.0	a	5	0	2.0
165.045	0.371	7.0049999999999955	8.0	a	5	0	2.0
173.30900000000003	0.314	8.264000000000038	8.0	a	5	0	2.0
181.532	0.451	8.222999999999985	8.0	a	5	0	2.0
188.035	0.26899999999999996	6.502999999999986	4.0	a	5	0	2.0
192.738	0.449	4.703000000000003	4.0	a	5	0	2.0
196.421	0.32299999999999995	3.6829999999999927	4.0	a	5	0	3.0
199.935	0.414	3.51400000000001	4.0	a	5	0	3.0
204.05599999999998	0.302	4.120999999999981	4.0	a	5	0	3.0
207.296	0.42700000000000005	3.240000000000009	4.0	a	5	0	3.0
212.033	0.373	4.736999999999995	4.0	a	5	0	3.0
215.597	0.35100000000000003	3.5640000000000214	4.0	a	5	0	3.0
220.09900000000002	0.34600000000000003	4.5020000000000095	2.0	a	5	0	3.0
221.956	0.37	1.856999999999971	2.0	a	5	0	4.0
224.295	0.33	2.3389999999999986	2.0	a	5	0	4.0
226.642	0.303	2.3470000000000084	2.0	a	5	0	4.0
228.63099999999997	0.36700000000000005	1.988999999999976	2.0	a	5	0	5.0
230.796	0.326	2.1650000000000205	2.0	a	5	0	5.0
232.643	0.34299999999999997	1.8470000000000084	2.0	a	5	0	5.0
234.89	0.293	2.2469999999999857	2.0	a	5	0	5.0
9.619	0.368		8.0	v	5	lect	
17.887	0.282	8.268	8.0	v	5	lect	1.0
25.324	0.33799999999999997	7.437000000000001	8.0	v	5	lect	2.0
31.872	0.317	6.547999999999998	8.0	v	5	lect	2.0
38.898	0.309	7.026000000000003	8.0	v	5	lect	2.0
47.391000000000005	0.242	8.493000000000002	8.0	v	5	lect	2.0
55.891000000000005		8.5	8.0	v	5	lect	2.0
62.736000000000004	0.275	6.844999999999999	8.0	v	5	lect	2.0
69.241	0.29	6.5049999999999955	4.0	v	5	lect	2.0
73.873	0.386	4.632000000000005	4.0	v	5	lect	2.0
77.675	0.29100000000000004	3.8019999999999925	4.0	v	5	lect	3.0
82.256	0.342	4.581000000000003	4.0	v	5	lect	3.0
86.01799999999999	0.34	3.7619999999999862	4.0	v	5	lect	3.0
90.36	0.28	4.342000000000013	4.0	v	5	lect	3.0
94.38799999999999	0.317	4.027999999999992	4.0	v	5	lect	3.0
98.78200000000001	0.28600000000000003	4.39400000000002	4.0	v	5	lect	3.0
103.285	0.37200000000000005	4.502999999999986	2.0	v	5	lect	3.0
105.65799999999999	0.251	2.3729999999999905	2.0	v	5	lect	3.0
107.28399999999999	0.363	1.6260000000000048	2.0	v	5	lect	4.0
109.43299999999999	0.248	2.149000000000001	2.0	v	5	lect	4.0
111.74799999999999	0.337	2.3149999999999977	2.0	v	5	lect	5.0
114.118	0.294	2.3700000000000045	2.0	v	5	lect	5.0
115.958	0.303	1.8400000000000034	2.0	v	5	lect	5.0
117.579	0.314	1.6209999999999951	2.0	v	5	lect	5.0
128.083	0.37200000000000005	10.504000000000005	8.0	a	5	lect	1.0
136.135	0.327	8.051999999999992	8.0	a	5	lect	2.0
144.418	0.324	8.283000000000015	8.0	a	5	lect	2.0
153.792	0.308	9.373999999999995	8.0	a	5	lect	2.0
163.096	0.308	9.304000000000002	8.0	a	5	lect	2.0
170.46200000000002	0.306	7.366000000000014	8.0	a	5	lect	2.0
179.838	0.326	9.375999999999976	8.0	a	5	lect	2.0
189.41	0.315	9.572000000000003	8.0	a	5	lect	2.0
195.912	0.41	6.5020000000000095	4.0	a	5	lect	2.0
200.012	0.542	4.099999999999994	4.0	a	5	lect	2.0
204.558	0.304	4.545999999999992	4.0	a	5	lect	3.0
208.736	0.27899999999999997	4.177999999999997	4.0	a	5	lect	3.0
212.641	0.302	3.905000000000001	4.0	a	5	lect	3.0
216.50599999999997	0.278	3.8649999999999807	4.0	a	5	lect	3.0
220.43900000000002	0.31	3.9330000000000496	4.0	a	5	lect	3.0
225.178	0.36200000000000004	4.738999999999976	4.0	a	5	lect	3.0
229.68099999999998	0.349	4.502999999999986	2.0	a	5	lect	3.0
231.845	0.33299999999999996	2.1640000000000157	2.0	a	5	lect	3.0
233.8	0.284	1.9550000000000125	2.0	a	5	lect	4.0
235.49200000000002	0.28800000000000003	1.6920000000000073	2.0	a	5	lect	4.0
237.66400000000002	0.262	2.171999999999997	2.0	a	5	lect	5.0
239.601	0.314	1.9369999999999834	2.0	a	5	lect	6.0
241.25599999999997	0.271	1.6549999999999727	2.0	a	5	lect	6.0
242.94799999999998	0.302	1.6920000000000073	2.0	a	5	lect	6.0
9.56	0.429		8.0	v	6	0	
17.12	0.287	7.5600000000000005	8.0	v	6	0	1.0
24.230999999999998	0.307	7.110999999999997	8.0	v	6	0	2.0
32.052	0.295	7.8210000000000015	8.0	v	6	0	2.0
38.967	0.33899999999999997	6.914999999999999	8.0	v	6	0	2.0
46.122	0.32799999999999996	7.155000000000001	8.0	v	6	0	2.0
52.72	0.41100000000000003	6.597999999999999	8.0	v	6	0	2.0
60.461000000000006	0.27699999999999997	7.741000000000007	8.0	v	6	0	2.0
66.971	0.326	6.509999999999998	4.0	v	6	0	2.0
71.271	0.307	4.299999999999997	4.0	v	6	0	2.0
74.814	0.255	3.542999999999992	4.0	v	6	0	3.0
78.878	0.281	4.064000000000007	4.0	v	6	0	3.0
82.804	0.289	3.926000000000002	4.0	v	6	0	3.0
87.359	0.32	4.554999999999993	4.0	v	6	0	3.0
91.236	0.321	3.8770000000000095	4.0	v	6	0	3.0
94.59899999999999	0.305	3.3629999999999853	4.0	v	6	0	3.0
99.11200000000001		4.513000000000019	2.0	v	6	0	3.0
101.50200000000001	0.27399999999999997	2.3900000000000006	2.0	v	6	0	3.0
103.411		1.9089999999999918	2.0	v	6	0	4.0
105.77600000000001	0.27699999999999997	2.365000000000009	2.0	v	6	0	4.0
108.055		2.2789999999999964	2.0	v	6	0	5.0
109.795	0.261	1.7399999999999949	2.0	v	6	0	5.0
111.868	0.47700000000000004	2.0729999999999933	2.0	v	6	0	5.0
113.994	0.29600000000000004	2.1260000000000048	2.0	v	6	0	5.0
124.506	0.429	10.512	8.0	a	6	0	1.0
131.825	0.318	7.318999999999988	8.0	a	6	0	2.0
141.424	0.39899999999999997	9.599000000000018	8.0	a	6	0	2.0
148.517	0.284	7.092999999999989	8.0	a	6	0	2.0
156.308	0.35	7.790999999999997	8.0	a	6	0	2.0
164.074	0.23	7.7660000000000196	8.0	a	6	0	2.0
171.796	0.257	7.72199999999998	8.0	a	6	0	2.0
179.21400000000003	0.23800000000000002	7.418000000000035	8.0	a	6	0	2.0
185.72	0.384	6.505999999999972	4.0	a	6	0	2.0
190.021	0.396	4.300999999999988	4.0	a	6	0	2.0
194.248	0.228	4.227000000000004	4.0	a	6	0	3.0
198.96400000000003	0.191	4.716000000000037	4.0	a	6	0	3.0
202.732	0.289	3.7679999999999723	4.0	a	6	0	3.0
206.505	0.242	3.772999999999996	4.0	a	6	0	3.0
210.175	0.39399999999999996	3.670000000000016	4.0	a	6	0	3.0
214.748	0.20600000000000002	4.572999999999979	4.0	a	6	0	3.0
219.257	0.35600000000000004	4.5090000000000146	2.0	a	6	0	3.0
221.407	0.46399999999999997	2.1500000000000057	2.0	a	6	0	3.0
223.782	0.258	2.375	2.0	a	6	0	4.0
225.455	0.19699999999999998	1.6730000000000018	2.0	a	6	0	4.0
227.106	0.203	1.650999999999982	2.0	a	6	0	5.0
228.93099999999998	0.191	1.8249999999999886	2.0	a	6	0	6.0
231.331	0.268	2.4000000000000057	2.0	a	6	0	6.0
