year,name,sex,num,total,pos
1902,МАРИЯ,Ж,355,4178,1
1902,АННА,Ж,299,4178,2
1902,АЛЕКСАНДРА,Ж,184,4178,3
1902,ЕКАТЕРИНА,Ж,165,4178,4
1902,ТАТЬЯНА,Ж,128,4178,5
1902,ЕВДОКИЯ,Ж,119,4178,6
1902,АНАСТАСИЯ,Ж,105,4178,7
1902,ЕЛЕНА,Ж,86,4178,8
1902,ПРАСКОВЬЯ,Ж,86,4178,8
1902,ПЕЛАГЕЯ,Ж,85,4178,10
1902,КЛАВДИЯ,Ж,83,4178,11
1902,ОЛЬГА,Ж,77,4178,12
1902,НАТАЛЬЯ,Ж,75,4178,13
1902,ВЕРА,Ж,73,4178,14
1902,АЛЕКСАНДР,М,71,4178,15
1902,ИВАН,М,69,4178,16
1902,МИХАИЛ,М,68,4178,17
1902,НИКОЛАЙ,М,65,4178,18
1902,НАДЕЖДА,Ж,64,4178,19
1902,ЕЛИЗАВЕТА,Ж,60,4178,20
1902,МАТРЕНА,Ж,49,4178,21
1902,СЕРГЕЙ,М,49,4178,21
1902,ВАСИЛИЙ,М,47,4178,23
1902,ЛИДИЯ,Ж,42,4178,24
1902,ВАРВАРА,Ж,41,4178,25
1902,АНТОНИНА,Ж,40,4178,26
1902,ВАЛЕНТИНА,Ж,39,4178,27
1902,НИНА,Ж,39,4178,27
1902,ЛЮБОВЬ,Ж,38,4178,29
1902,ЗИНАИДА,Ж,38,4178,29
1902,АЛЕКСЕЙ,М,36,4178,31
1902,ПЕТР,М,35,4178,32
1902,ВЛАДИМИР,М,34,4178,33
1902,КСЕНИЯ,Ж,30,4178,34
1902,ИРИНА,Ж,28,4178,35
1902,ДАРЬЯ,Ж,27,4178,36
1902,СОФЬЯ,Ж,26,4178,37
1902,АНДРЕЙ,М,26,4178,37
1902,ДМИТРИЙ,М,26,4178,37
1902,БОРИС,М,23,4178,40
1902,ФЕДОР,М,22,4178,41
1902,ПАВЕЛ,М,22,4178,41
1902,МАРФА,Ж,22,4178,41
1902,ГРИГОРИЙ,М,21,4178,44
1902,РАИСА,Ж,21,4178,44
1902,ЕВГЕНИЯ,Ж,20,4178,46
1902,НАТАЛИЯ,Ж,19,4178,47
1902,ВИКТОР,М,18,4178,48
1902,ТАМАРА,Ж,17,4178,49
1902,СЕМЕН,М,16,4178,50
1902,ГЕОРГИЙ,М,16,4178,50
1902,ГАЛИНА,Ж,16,4178,50
1902,ЯКОВ,М,16,4178,50
1902,АГРАФЕНА,Ж,15,4178,54
1902,ЛЮДМИЛА,Ж,15,4178,54
1902,СЕРАФИМА,Ж,14,4178,56
1902,ЗОЯ,Ж,14,4178,56
1902,МАРИНА,Ж,14,4178,56
1902,ПОЛИНА,Ж,14,4178,56
1902,КОНСТАНТИН,М,13,4178,60
1902,ЮРИЙ,М,13,4178,60
1902,ИЛЬЯ,М,12,4178,62
1902,АГРИППИНА,Ж,12,4178,62
1902,ЮЛИЯ,Ж,12,4178,62
1902,СТЕПАНИДА,Ж,12,4178,62
1902,ЛЕОНИД,М,11,4178,66
1902,СОФИЯ,Ж,11,4178,66
1902,АБРАМ,М,11,4178,66
1902,ДОМНА,Ж,11,4178,66
1902,АНАТОЛИЙ,М,10,4178,70
1902,УЛЬЯНА,Ж,10,4178,70
1902,МАРГАРИТА,Ж,9,4178,72
1902,АКУЛИНА,Ж,9,4178,72
1902,ЛЕВ,М,9,4178,72
1902,ЛАРИСА,Ж,9,4178,72
1902,ЕФРОСИНЬЯ,Ж,9,4178,72
1902,ВАСИЛИСА,Ж,9,4178,72
1902,ФЕДОСЬЯ,Ж,8,4178,78
1902,САРРА,Ж,8,4178,78
1902,ФЕКЛА,Ж,8,4178,78
1902,ЭСФИРЬ,Ж,8,4178,78
1902,ЕВГЕНИЙ,М,8,4178,78
1902,АНТОН,М,7,4178,83
1902,СВЕТЛАНА,Ж,7,4178,83
1902,СТЕПАН,М,7,4178,83
1902,КАПИТОЛИНА,Ж,7,4178,83
1902,ИРАИДА,Ж,7,4178,83
1902,РАХИЛЬ,Ж,7,4178,83
1902,АНИСЬЯ,Ж,7,4178,83
1902,АГАФЬЯ,Ж,6,4178,90
1902,ЕФРОСИНИЯ,Ж,6,4178,90
1902,ТАИСИЯ,Ж,6,4178,90
1902,ФАИНА,Ж,6,4178,90
1902,РЕВЕККА,Ж,6,4178,90
1902,АФАНАСИЙ,М,6,4178,90
1902,РОЗА,Ж,6,4178,90
1902,ЛУКЕРЬЯ,Ж,6,4178,90
1902,ПРОСКОВЬЯ,Ж,5,4178,98
1902,РОЗАЛИЯ,Ж,5,4178,98
1902,ВАЛЕНТИН,М,5,4178,98
1902,ТИМОФЕЙ,М,5,4178,98
1902,АРОН,М,5,4178,98
1902,ЕГОР,М,5,4178,98
1902,ИГОРЬ,М,5,4178,98
1902,АКСИНЬЯ,Ж,5,4178,98
1902,ФИЛИПП,М,5,4178,98
1902,ВАЛЕРИЙ,М,5,4178,98
1903,МАРИЯ,Ж,411,5152,1
1903,АННА,Ж,395,5152,2
1903,АЛЕКСАНДРА,Ж,212,5152,3
1903,ЕКАТЕРИНА,Ж,153,5152,4
1903,ЕВДОКИЯ,Ж,150,5152,5
1903,ТАТЬЯНА,Ж,137,5152,6
1903,ПЕЛАГЕЯ,Ж,125,5152,7
1903,АНАСТАСИЯ,Ж,123,5152,8
1903,ПРАСКОВЬЯ,Ж,121,5152,9
1903,ОЛЬГА,Ж,112,5152,10
1903,ИВАН,М,98,5152,11
1903,ЕЛЕНА,Ж,95,5152,12
1903,АЛЕКСАНДР,М,86,5152,13
1903,КЛАВДИЯ,Ж,85,5152,14
1903,НАТАЛЬЯ,Ж,84,5152,15
1903,ЕЛИЗАВЕТА,Ж,82,5152,16
1903,МИХАИЛ,М,82,5152,16
1903,ВЕРА,Ж,76,5152,18
1903,ЗИНАИДА,Ж,70,5152,19
1903,НАДЕЖДА,Ж,63,5152,20
1903,ВАСИЛИЙ,М,62,5152,21
1903,ВАРВАРА,Ж,60,5152,22
1903,НИКОЛАЙ,М,60,5152,22
1903,ВАЛЕНТИНА,Ж,56,5152,24
1903,ЛИДИЯ,Ж,53,5152,25
1903,НИНА,Ж,53,5152,25
1903,МАТРЕНА,Ж,53,5152,25
1903,ПЕТР,М,52,5152,28
1903,СЕРГЕЙ,М,52,5152,28
1903,ВЛАДИМИР,М,51,5152,30
1903,ДМИТРИЙ,М,46,5152,31
1903,ЕВГЕНИЯ,Ж,46,5152,31
1903,МАРФА,Ж,44,5152,33
1903,АЛЕКСЕЙ,М,43,5152,34
1903,АНТОНИНА,Ж,42,5152,35
1903,СОФЬЯ,Ж,41,5152,36
1903,ПАВЕЛ,М,37,5152,37
1903,ДАРЬЯ,Ж,34,5152,38
1903,ЛЮБОВЬ,Ж,33,5152,39
1903,КСЕНИЯ,Ж,32,5152,40
1903,ИРИНА,Ж,32,5152,40
1903,ГРИГОРИЙ,М,30,5152,42
1903,АНДРЕЙ,М,30,5152,42
1903,НАТАЛИЯ,Ж,30,5152,42
1903,ЕФРОСИНЬЯ,Ж,30,5152,42
1903,БОРИС,М,27,5152,46
1903,СЕРАФИМА,Ж,27,5152,46
1903,ЛЮДМИЛА,Ж,24,5152,48
1903,ГАЛИНА,Ж,23,5152,49
1903,ФЕДОР,М,23,5152,49
1903,ЯКОВ,М,22,5152,51
1903,АГРАФЕНА,Ж,19,5152,52
1903,КОНСТАНТИН,М,19,5152,52
1903,ПОЛИНА,Ж,19,5152,52
1903,АНАТОЛИЙ,М,18,5152,55
1903,ЛЕВ,М,16,5152,56
1903,ФЕКЛА,Ж,15,5152,57
1903,ВИКТОР,М,15,5152,57
1903,УЛЬЯНА,Ж,15,5152,57
1903,ЕВГЕНИЙ,М,15,5152,57
1903,ЮРИЙ,М,14,5152,61
1903,МАРИНА,Ж,13,5152,62
1903,ЗОЯ,Ж,13,5152,62
1903,ЮЛИЯ,Ж,13,5152,62
1903,РАИСА,Ж,13,5152,62
1903,СТЕПАН,М,13,5152,62
1903,ГЕОРГИЙ,М,13,5152,62
1903,ИЛЬЯ,М,12,5152,68
1903,АГРИППИНА,Ж,12,5152,68
1903,АГАФЬЯ,Ж,12,5152,68
1903,СЕМЕН,М,12,5152,68
1903,ТАМАРА,Ж,12,5152,68
1903,ФАИНА,Ж,12,5152,68
1903,ВАЛЕНТИН,М,11,5152,74
1903,ТИМОФЕЙ,М,10,5152,75
1903,АКУЛИНА,Ж,10,5152,75
1903,МАРГАРИТА,Ж,10,5152,75
1903,АНИСЬЯ,Ж,9,5152,78
1903,ИРАИДА,Ж,9,5152,78
1903,РАХИЛЬ,Ж,9,5152,78
1903,ЕФИМ,М,9,5152,78
1903,ТАИСИЯ,Ж,8,5152,82
1903,АРКАДИЙ,М,8,5152,82
1903,СОФИЯ,Ж,8,5152,82
1903,ДОМНА,Ж,8,5152,82
1903,РОЗА,Ж,8,5152,82
1903,САРРА,Ж,8,5152,82
1903,ИОСИФ,М,8,5152,82
1903,СВЕТЛАНА,Ж,8,5152,82
1903,ВАСИЛИСА,Ж,8,5152,82
1903,ИСААК,М,7,5152,91
1903,СОЛОМОН,М,7,5152,91
1903,АГРИПИНА,Ж,7,5152,91
1903,ЛАРИСА,Ж,7,5152,91
1903,ЛЕОНИД,М,7,5152,91
1903,АФАНАСИЙ,М,7,5152,91
1903,АНТОН,М,7,5152,91
1903,ИДА,Ж,7,5152,91
1903,КИРИЛЛ,М,6,5152,99
1903,МОИСЕЙ,М,6,5152,99
1903,ВАЛЕРИЙ,М,6,5152,99
1903,ПРОСКОВЬЯ,Ж,6,5152,99
1903,КАПИТАЛИНА,Ж,6,5152,99
1903,ОЛЕГ,М,6,5152,99
1903,ЭСФИРЬ,Ж,6,5152,99
1903,БЕРТА,Ж,6,5152,99
1903,САМУИЛ,М,6,5152,99
1903,СЕРАФИМ,М,6,5152,99
1903,ДАВИД,М,6,5152,99
1903,ВАДИМ,М,6,5152,99
1903,ВАССА,Ж,6,5152,99
1904,МАРИЯ,Ж,586,7091,1
1904,АННА,Ж,516,7091,2
1904,АЛЕКСАНДРА,Ж,276,7091,3
1904,ЕВДОКИЯ,Ж,237,7091,4
1904,ТАТЬЯНА,Ж,233,7091,5
1904,АНАСТАСИЯ,Ж,192,7091,6
1904,ЕКАТЕРИНА,Ж,176,7091,7
1904,ПЕЛАГЕЯ,Ж,166,7091,8
1904,ЕЛЕНА,Ж,153,7091,9
1904,ОЛЬГА,Ж,153,7091,9
1904,ИВАН,М,146,7091,11
1904,ВЕРА,Ж,146,7091,11
1904,ПРАСКОВЬЯ,Ж,146,7091,11
1904,КЛАВДИЯ,Ж,142,7091,14
1904,НАТАЛЬЯ,Ж,128,7091,15
1904,ЕЛИЗАВЕТА,Ж,121,7091,16
1904,АЛЕКСАНДР,М,114,7091,17
1904,НИКОЛАЙ,М,103,7091,18
1904,НАДЕЖДА,Ж,99,7091,19
1904,МИХАИЛ,М,90,7091,20
1904,СЕРГЕЙ,М,87,7091,21
1904,ВАСИЛИЙ,М,84,7091,22
1904,КСЕНИЯ,Ж,81,7091,23
1904,ВАРВАРА,Ж,77,7091,24
1904,ЗИНАИДА,Ж,73,7091,25
1904,МАТРЕНА,Ж,72,7091,26
1904,НИНА,Ж,72,7091,26
1904,АНТОНИНА,Ж,71,7091,28
1904,АЛЕКСЕЙ,М,66,7091,29
1904,ЕВГЕНИЯ,Ж,65,7091,30
1904,ВАЛЕНТИНА,Ж,64,7091,31
1904,ЛИДИЯ,Ж,64,7091,31
1904,ВЛАДИМИР,М,63,7091,33
1904,МАРФА,Ж,62,7091,34
1904,ИРИНА,Ж,62,7091,34
1904,СОФЬЯ,Ж,58,7091,36
1904,ПЕТР,М,50,7091,37
1904,ДАРЬЯ,Ж,48,7091,38
1904,ДМИТРИЙ,М,47,7091,39
1904,ФЕДОР,М,41,7091,40
1904,АНДРЕЙ,М,40,7091,41
1904,СЕРАФИМА,Ж,38,7091,42
1904,ЛЮБОВЬ,Ж,38,7091,42
1904,ПАВЕЛ,М,37,7091,44
1904,ГРИГОРИЙ,М,34,7091,45
1904,АКУЛИНА,Ж,31,7091,46
1904,АГРИППИНА,Ж,30,7091,47
1904,ЯКОВ,М,30,7091,47
1904,ГАЛИНА,Ж,30,7091,47
1904,БОРИС,М,30,7091,47
1904,АГРАФЕНА,Ж,29,7091,51
1904,НАТАЛИЯ,Ж,26,7091,52
1904,КОНСТАНТИН,М,26,7091,52
1904,ВИКТОР,М,26,7091,52
1904,ЕФРОСИНЬЯ,Ж,24,7091,55
1904,ЗОЯ,Ж,23,7091,56
1904,ФЕДОСЬЯ,Ж,23,7091,56
1904,ТАМАРА,Ж,23,7091,56
1904,ПОЛИНА,Ж,21,7091,59
1904,ГЕОРГИЙ,М,21,7091,59
1904,СЕМЕН,М,20,7091,61
1904,АНИСЬЯ,Ж,19,7091,62
1904,ЛЮДМИЛА,Ж,19,7091,62
1904,ЕВГЕНИЙ,М,18,7091,64
1904,АНАТОЛИЙ,М,18,7091,64
1904,ЛЕОНИД,М,17,7091,66
1904,ИЛЬЯ,М,17,7091,66
1904,СТЕПАНИДА,Ж,16,7091,68
1904,МАРИНА,Ж,16,7091,68
1904,ФЕКЛА,Ж,15,7091,70
1904,СВЕТЛАНА,Ж,15,7091,70
1904,ЮЛИЯ,Ж,15,7091,70
1904,СТЕПАН,М,14,7091,73
1904,ЮРИЙ,М,14,7091,73
1904,РАИСА,Ж,14,7091,73
1904,ВАСИЛИСА,Ж,13,7091,76
1904,СОФИЯ,Ж,13,7091,76
1904,ИОСИФ,М,12,7091,78
1904,БЕРТА,Ж,12,7091,78
1904,ЭСФИРЬ,Ж,12,7091,78
1904,ТАИСИЯ,Ж,11,7091,81
1904,ЛЕВ,М,11,7091,81
1904,УЛЬЯНА,Ж,11,7091,81
1904,ИГОРЬ,М,10,7091,84
1904,СЕРАФИМ,М,9,7091,85
1904,РОЗА,Ж,9,7091,85
1904,ЕГОР,М,9,7091,85
1904,ГЛАФИРА,Ж,9,7091,85
1904,РАХИЛЬ,Ж,9,7091,85
1904,ФЕДОРА,Ж,8,7091,90
1904,КАПИТАЛИНА,Ж,8,7091,90
1904,ИСААК,М,8,7091,90
1904,ВЯЧЕСЛАВ,М,8,7091,90
1904,АФАНАСИЙ,М,8,7091,90
1904,КАПИТОЛИНА,Ж,8,7091,90
1904,МАКСИМ,М,8,7091,90
1904,ФАИНА,Ж,8,7091,90
1904,МОИСЕЙ,М,8,7091,90
1904,МАТВЕЙ,М,8,7091,90
1904,САМУИЛ,М,8,7091,90
1905,МАРИЯ,Ж,707,8975,1
1905,АННА,Ж,675,8975,2
1905,АЛЕКСАНДРА,Ж,342,8975,3
1905,ЕКАТЕРИНА,Ж,319,8975,4
1905,ЕВДОКИЯ,Ж,282,8975,5
1905,АНАСТАСИЯ,Ж,257,8975,6
1905,ТАТЬЯНА,Ж,247,8975,7
1905,ОЛЬГА,Ж,228,8975,8
1905,ЕЛЕНА,Ж,205,8975,9
1905,ПЕЛАГЕЯ,Ж,186,8975,10
1905,ИВАН,М,180,8975,11
1905,КЛАВДИЯ,Ж,172,8975,12
1905,НИКОЛАЙ,М,172,8975,12
1905,АЛЕКСАНДР,М,165,8975,14
1905,ВЕРА,Ж,165,8975,14
1905,НАТАЛЬЯ,Ж,161,8975,16
1905,ЕЛИЗАВЕТА,Ж,139,8975,17
1905,МИХАИЛ,М,133,8975,18
1905,ПРАСКОВЬЯ,Ж,129,8975,19
1905,НАДЕЖДА,Ж,115,8975,20
1905,ВАРВАРА,Ж,104,8975,21
1905,АЛЕКСЕЙ,М,102,8975,22
1905,ВАСИЛИЙ,М,101,8975,23
1905,СЕРГЕЙ,М,97,8975,24
1905,НИНА,Ж,90,8975,25
1905,МАТРЕНА,Ж,88,8975,26
1905,АНТОНИНА,Ж,88,8975,26
1905,ПЕТР,М,87,8975,28
1905,ВАЛЕНТИНА,Ж,85,8975,29
1905,ИРИНА,Ж,85,8975,29
1905,ЛИДИЯ,Ж,82,8975,31
1905,ЗИНАИДА,Ж,78,8975,32
1905,ЕВГЕНИЯ,Ж,77,8975,33
1905,ЛЮБОВЬ,Ж,68,8975,34
1905,ВЛАДИМИР,М,68,8975,34
1905,ПАВЕЛ,М,65,8975,36
1905,ДАРЬЯ,Ж,64,8975,37
1905,СОФЬЯ,Ж,62,8975,38
1905,КСЕНИЯ,Ж,54,8975,39
1905,ФЕДОР,М,52,8975,40
1905,ДМИТРИЙ,М,52,8975,40
1905,МАРФА,Ж,51,8975,42
1905,АНДРЕЙ,М,49,8975,43
1905,НАТАЛИЯ,Ж,49,8975,43
1905,ГРИГОРИЙ,М,47,8975,45
1905,БОРИС,М,44,8975,46
1905,КОНСТАНТИН,М,41,8975,47
1905,ВИКТОР,М,40,8975,48
1905,ЕФРОСИНЬЯ,Ж,39,8975,49
1905,ГАЛИНА,Ж,36,8975,50
1905,РАИСА,Ж,34,8975,51
1905,ГЕОРГИЙ,М,34,8975,51
1905,ЯКОВ,М,33,8975,53
1905,АКУЛИНА,Ж,33,8975,53
1905,АНАТОЛИЙ,М,32,8975,55
1905,ЛЮДМИЛА,Ж,29,8975,56
1905,ФЕДОСЬЯ,Ж,29,8975,56
1905,СЕРАФИМА,Ж,28,8975,58
1905,АГРАФЕНА,Ж,27,8975,59
1905,АГРИППИНА,Ж,26,8975,60
1905,ЗОЯ,Ж,26,8975,60
1905,ЕВГЕНИЙ,М,26,8975,60
1905,ВАСИЛИСА,Ж,25,8975,63
1905,МАРИНА,Ж,24,8975,64
1905,СЕМЕН,М,24,8975,64
1905,ФЕКЛА,Ж,22,8975,66
1905,ТАМАРА,Ж,21,8975,67
1905,АНИСЬЯ,Ж,21,8975,67
1905,ЮЛИЯ,Ж,21,8975,67
1905,ПОЛИНА,Ж,20,8975,70
1905,ИЛЬЯ,М,20,8975,70
1905,ЛЕВ,М,19,8975,72
1905,АГАФЬЯ,Ж,19,8975,72
1905,ИГОРЬ,М,17,8975,74
1905,УЛЬЯНА,Ж,15,8975,75
1905,САРРА,Ж,15,8975,75
1905,ЛЕОНИД,М,15,8975,75
1905,ДОМНА,Ж,15,8975,75
1905,ТАИСИЯ,Ж,14,8975,79
1905,ВЯЧЕСЛАВ,М,14,8975,79
1905,ФИЛИПП,М,14,8975,79
1905,УСТИНЬЯ,Ж,14,8975,79
1905,ЮРИЙ,М,13,8975,83
1905,АБРАМ,М,13,8975,83
1905,ОЛЕГ,М,13,8975,83
1905,МАТВЕЙ,М,13,8975,83
1905,СВЕТЛАНА,Ж,13,8975,83
1905,СОФИЯ,Ж,13,8975,83
1905,МАКСИМ,М,12,8975,89
1905,СТЕПАНИДА,Ж,12,8975,89
1905,ЭСФИРЬ,Ж,12,8975,89
1905,МАРГАРИТА,Ж,12,8975,89
1905,ИОСИФ,М,12,8975,89
1905,ВИТАЛИЙ,М,12,8975,89
1905,РАХИЛЬ,Ж,11,8975,95
1905,ИДА,Ж,11,8975,95
1905,РОЗАЛИЯ,Ж,11,8975,95
1905,НАУМ,М,10,8975,98
1905,ВАССА,Ж,10,8975,98
1905,ФАИНА,Ж,10,8975,98
1905,АГРИПИНА,Ж,10,8975,98
1905,ДОРА,Ж,10,8975,98
1906,МАРИЯ,Ж,993,11853,1
1906,АННА,Ж,892,11853,2
1906,АЛЕКСАНДРА,Ж,453,11853,3
1906,ЕВДОКИЯ,Ж,354,11853,4
1906,ЕКАТЕРИНА,Ж,343,11853,5
1906,АНАСТАСИЯ,Ж,340,11853,6
1906,ТАТЬЯНА,Ж,304,11853,7
1906,ПЕЛАГЕЯ,Ж,291,11853,8
1906,КЛАВДИЯ,Ж,285,11853,9
1906,ЕЛЕНА,Ж,270,11853,10
1906,ВЕРА,Ж,263,11853,11
1906,ОЛЬГА,Ж,259,11853,12
1906,НАТАЛЬЯ,Ж,258,11853,13
1906,ИВАН,М,245,11853,14
1906,ЕЛИЗАВЕТА,Ж,230,11853,15
1906,НИКОЛАЙ,М,218,11853,16
1906,ПРАСКОВЬЯ,Ж,207,11853,17
1906,АЛЕКСАНДР,М,204,11853,18
1906,МИХАИЛ,М,191,11853,19
1906,НАДЕЖДА,Ж,169,11853,20
1906,СЕРГЕЙ,М,163,11853,21
1906,ВАСИЛИЙ,М,159,11853,22
1906,ЗИНАИДА,Ж,147,11853,23
1906,ВАРВАРА,Ж,127,11853,24
1906,ЛИДИЯ,Ж,118,11853,25
1906,АНТОНИНА,Ж,116,11853,26
1906,ПЕТР,М,113,11853,27
1906,АЛЕКСЕЙ,М,112,11853,28
1906,ЕВГЕНИЯ,Ж,110,11853,29
1906,ВАЛЕНТИНА,Ж,110,11853,29
1906,НИНА,Ж,106,11853,31
1906,МАТРЕНА,Ж,101,11853,32
1906,ЛЮБОВЬ,Ж,94,11853,33
1906,ИРИНА,Ж,90,11853,34
1906,КСЕНИЯ,Ж,86,11853,35
1906,ВЛАДИМИР,М,85,11853,36
1906,ДАРЬЯ,Ж,81,11853,37
1906,ДМИТРИЙ,М,70,11853,38
1906,СОФЬЯ,Ж,69,11853,39
1906,МАРФА,Ж,69,11853,39
1906,ФЕДОР,М,66,11853,41
1906,ГРИГОРИЙ,М,65,11853,42
1906,АНДРЕЙ,М,65,11853,42
1906,ПАВЕЛ,М,60,11853,44
1906,НАТАЛИЯ,Ж,52,11853,45
1906,ГАЛИНА,Ж,52,11853,45
1906,ЛЮДМИЛА,Ж,51,11853,47
1906,КОНСТАНТИН,М,50,11853,48
1906,ВИКТОР,М,49,11853,49
1906,ЕФРОСИНЬЯ,Ж,48,11853,50
1906,ГЕОРГИЙ,М,47,11853,51
1906,СЕРАФИМА,Ж,46,11853,52
1906,БОРИС,М,46,11853,52
1906,СЕМЕН,М,42,11853,54
1906,РАИСА,Ж,39,11853,55
1906,СТЕПАН,М,36,11853,56
1906,МАРИНА,Ж,34,11853,57
1906,АГРАФЕНА,Ж,34,11853,57
1906,ТАМАРА,Ж,33,11853,59
1906,ЯКОВ,М,33,11853,59
1906,АНИСЬЯ,Ж,32,11853,61
1906,АГРИППИНА,Ж,30,11853,62
1906,ФЕДОСЬЯ,Ж,29,11853,63
1906,ЕВГЕНИЙ,М,29,11853,63
1906,ЗОЯ,Ж,28,11853,65
1906,АГАФЬЯ,Ж,26,11853,66
1906,СОФИЯ,Ж,26,11853,66
1906,АНАТОЛИЙ,М,26,11853,66
1906,ПОЛИНА,Ж,25,11853,69
1906,АКУЛИНА,Ж,25,11853,69
1906,ТАИСИЯ,Ж,24,11853,71
1906,ИЛЬЯ,М,23,11853,72
1906,УЛЬЯНА,Ж,23,11853,72
1906,ЛЕОНИД,М,22,11853,74
1906,ЮЛИЯ,Ж,21,11853,75
1906,ЮРИЙ,М,21,11853,75
1906,ПРОСКОВЬЯ,Ж,20,11853,77
1906,РАХИЛЬ,Ж,20,11853,77
1906,ИГОРЬ,М,19,11853,79
1906,СТЕПАНИДА,Ж,19,11853,79
1906,ИОСИФ,М,18,11853,81
1906,МАРГАРИТА,Ж,18,11853,81
1906,СВЕТЛАНА,Ж,17,11853,83
1906,ЛАРИСА,Ж,17,11853,83
1906,ЕФИМ,М,17,11853,83
1906,ЛЕВ,М,16,11853,86
1906,МОИСЕЙ,М,16,11853,86
1906,ФИЛИПП,М,16,11853,86
1906,ВАСИЛИСА,Ж,14,11853,89
1906,ДОМНА,Ж,14,11853,89
1906,НИКИТА,М,14,11853,89
1906,САРРА,Ж,14,11853,89
1906,ИДА,Ж,13,11853,93
1906,АБРАМ,М,13,11853,93
1906,РОМАН,М,13,11853,93
1906,КАПИТОЛИНА,Ж,13,11853,93
1906,ИРАИДА,Ж,12,11853,97
1906,ВАЛЕНТИН,М,11,11853,98
1906,ЭСФИРЬ,Ж,11,11853,98
1906,МАКСИМ,М,11,11853,98
1906,ФЕДОСИЯ,Ж,11,11853,98
1906,КАПИТАЛИНА,Ж,11,11853,98
1906,ФЕКЛА,Ж,11,11853,98
1906,ХАЯ,Ж,11,11853,98
1907,МАРИЯ,Ж,1421,15315,1
1907,АННА,Ж,1144,15315,2
1907,АЛЕКСАНДРА,Ж,644,15315,3
1907,ЕКАТЕРИНА,Ж,500,15315,4
1907,ЕВДОКИЯ,Ж,460,15315,5
1907,ТАТЬЯНА,Ж,422,15315,6
1907,АНАСТАСИЯ,Ж,398,15315,7
1907,КЛАВДИЯ,Ж,374,15315,8
1907,ИВАН,М,350,15315,9
1907,ОЛЬГА,Ж,349,15315,10
1907,ПЕЛАГЕЯ,Ж,330,15315,11
1907,НАТАЛЬЯ,Ж,301,15315,12
1907,ЕЛЕНА,Ж,300,15315,13
1907,ВЕРА,Ж,283,15315,14
1907,АЛЕКСАНДР,М,267,15315,15
1907,ПРАСКОВЬЯ,Ж,260,15315,16
1907,МИХАИЛ,М,250,15315,17
1907,НИКОЛАЙ,М,249,15315,18
1907,ЕЛИЗАВЕТА,Ж,244,15315,19
1907,НАДЕЖДА,Ж,241,15315,20
1907,НИНА,Ж,210,15315,21
1907,АНТОНИНА,Ж,208,15315,22
1907,ВАРВАРА,Ж,178,15315,23
1907,ВАСИЛИЙ,М,177,15315,24
1907,ВАЛЕНТИНА,Ж,177,15315,24
1907,ЗИНАИДА,Ж,170,15315,26
1907,СЕРГЕЙ,М,163,15315,27
1907,АЛЕКСЕЙ,М,139,15315,28
1907,ПЕТР,М,133,15315,29
1907,ЛЮБОВЬ,Ж,132,15315,30
1907,ЛИДИЯ,Ж,129,15315,31
1907,ЕВГЕНИЯ,Ж,126,15315,32
1907,МАТРЕНА,Ж,113,15315,33
1907,КСЕНИЯ,Ж,102,15315,34
1907,ИРИНА,Ж,101,15315,35
1907,ДАРЬЯ,Ж,101,15315,35
1907,ВЛАДИМИР,М,100,15315,37
1907,ПАВЕЛ,М,97,15315,38
1907,ГАЛИНА,Ж,87,15315,39
1907,ГРИГОРИЙ,М,83,15315,40
1907,ФЕДОР,М,82,15315,41
1907,ДМИТРИЙ,М,80,15315,42
1907,МАРФА,Ж,80,15315,42
1907,АНДРЕЙ,М,78,15315,44
1907,СОФЬЯ,Ж,75,15315,45
1907,НАТАЛИЯ,Ж,74,15315,46
1907,БОРИС,М,73,15315,47
1907,СЕРАФИМА,Ж,66,15315,48
1907,ГЕОРГИЙ,М,64,15315,49
1907,КОНСТАНТИН,М,64,15315,49
1907,ЛЮДМИЛА,Ж,63,15315,51
1907,ЗОЯ,Ж,62,15315,52
1907,ВИКТОР,М,61,15315,53
1907,СЕМЕН,М,59,15315,54
1907,АГРАФЕНА,Ж,55,15315,55
1907,ТАМАРА,Ж,55,15315,55
1907,ЕФРОСИНЬЯ,Ж,52,15315,57
1907,ЯКОВ,М,50,15315,58
1907,РАИСА,Ж,46,15315,59
1907,ФЕДОСЬЯ,Ж,44,15315,60
1907,АКУЛИНА,Ж,42,15315,61
1907,МАРИНА,Ж,42,15315,61
1907,ЕВГЕНИЙ,М,41,15315,63
1907,АГРИППИНА,Ж,39,15315,64
1907,АГАФЬЯ,Ж,39,15315,64
1907,ЛЕВ,М,36,15315,66
1907,АНАТОЛИЙ,М,35,15315,67
1907,ПОЛИНА,Ж,34,15315,68
1907,ТАИСИЯ,Ж,33,15315,69
1907,АНИСЬЯ,Ж,31,15315,70
1907,ЛЕОНИД,М,30,15315,71
1907,ЮЛИЯ,Ж,29,15315,72
1907,СОФИЯ,Ж,29,15315,72
1907,ИОСИФ,М,27,15315,74
1907,ИЛЬЯ,М,27,15315,74
1907,ВАСИЛИСА,Ж,26,15315,76
1907,ФЕКЛА,Ж,26,15315,76
1907,ВАЛЕНТИН,М,26,15315,76
1907,САРРА,Ж,25,15315,79
1907,ФАИНА,Ж,25,15315,79
1907,УЛЬЯНА,Ж,23,15315,81
1907,ЛАРИСА,Ж,22,15315,82
